X--Trace 1::[Channel A],Y--Trace 1::[Channel A],,X--Trace 2::[Channel B],Y--Trace 2::[Channel B]
0.0116323,-0.07387,,0.0116323,-1.54652
0.0116333,-0.0742921,,0.0116333,-1.55866
0.0116343,-0.0747112,,0.0116343,-1.57073
0.0116353,-0.0751273,,0.0116353,-1.58274
0.0116363,-0.0755405,,0.0116363,-1.59468
0.0116373,-0.0759508,,0.0116373,-1.60655
0.0116383,-0.076358,,0.0116383,-1.61836
0.0116393,-0.0767622,,0.0116393,-1.63009
0.0116403,-0.0771633,,0.0116403,-1.64175
0.0116413,-0.0775615,,0.0116413,-1.65334
0.0116423,-0.0779565,,0.0116423,-1.66486
0.0116433,-0.0783485,,0.0116433,-1.67631
0.0116443,-0.0787374,,0.0116443,-1.68768
0.0116453,-0.0791232,,0.0116453,-1.69898
0.0116463,-0.0795059,,0.0116463,-1.7102
0.0116473,-0.0798854,,0.0116473,-1.72134
0.0116483,-0.0802618,,0.0116483,-1.73241
0.0116493,-0.080635,,0.0116493,-1.7434
0.0116503,-0.081005,,0.0116503,-1.75431
0.0116513,-0.0813718,,0.0116513,-1.76514
0.0116523,-0.0817354,,0.0116523,-1.77589
0.0116533,-0.0820958,,0.0116533,-1.78655
0.0116543,-0.0824529,,0.0116543,-1.79714
0.0116553,-0.0828068,,0.0116553,-1.80764
0.0116563,-0.0831574,,0.0116563,-1.81806
0.0116573,-0.0835048,,0.0116573,-1.8284
0.0116583,-0.0838488,,0.0116583,-1.83865
0.0116593,-0.0841895,,0.0116593,-1.84881
0.0116603,-0.0845269,,0.0116603,-1.85889
0.0116613,-0.084861,,0.0116613,-1.86887
0.0116623,-0.0851917,,0.0116623,-1.87878
0.0116633,-0.0855191,,0.0116633,-1.88859
0.0116643,-0.085843,,0.0116643,-1.89831
0.0116653,-0.0861636,,0.0116653,-1.90794
0.0116663,-0.0864808,,0.0116663,-1.91748
0.0116673,-0.0867946,,0.0116673,-1.92692
0.0116683,-0.0871049,,0.0116683,-1.93628
0.0116693,-0.0874118,,0.0116693,-1.94554
0.0116703,-0.0877153,,0.0116703,-1.95471
0.0116713,-0.0880153,,0.0116713,-1.96378
0.0116723,-0.0883118,,0.0116723,-1.97275
0.0116733,-0.0886048,,0.0116733,-1.98163
0.0116743,-0.0888944,,0.0116743,-1.99042
0.0116753,-0.0891804,,0.0116753,-1.9991
0.0116763,-0.0894629,,0.0116763,-2.00769
0.0116773,-0.0897419,,0.0116773,-2.01618
0.0116783,-0.0900173,,0.0116783,-2.02457
0.0116793,-0.0902892,,0.0116793,-2.03285
0.0116803,-0.0905575,,0.0116803,-2.04104
0.0116813,-0.0908222,,0.0116813,-2.04913
0.0116823,-0.0910834,,0.0116823,-2.05711
0.0116833,-0.0913409,,0.0116833,-2.06499
0.0116843,-0.0915949,,0.0116843,-2.07277
0.0116853,-0.0918452,,0.0116853,-2.08044
0.0116863,-0.0920919,,0.0116863,-2.08801
0.0116873,-0.092335,,0.0116873,-2.09547
0.0116883,-0.0925744,,0.0116883,-2.10283
0.0116893,-0.0928102,,0.0116893,-2.11008
0.0116903,-0.0930423,,0.0116903,-2.11723
0.0116913,-0.0932707,,0.0116913,-2.12427
0.0116923,-0.0934955,,0.0116923,-2.1312
0.0116933,-0.0937165,,0.0116933,-2.13802
0.0116943,-0.0939339,,0.0116943,-2.14473
0.0116953,-0.0941475,,0.0116953,-2.15133
0.0116963,-0.0943575,,0.0116963,-2.15782
0.0116973,-0.0945637,,0.0116973,-2.16421
0.0116983,-0.0947661,,0.0116983,-2.17048
0.0116993,-0.0949649,,0.0116993,-2.17664
0.0117003,-0.0951599,,0.0117003,-2.18268
0.0117013,-0.0953511,,0.0117013,-2.18862
0.0117023,-0.0955386,,0.0117023,-2.19444
0.0117033,-0.0957223,,0.0117033,-2.20015
0.0117043,-0.0959022,,0.0117043,-2.20574
0.0117053,-0.0960783,,0.0117053,-2.21122
0.0117063,-0.0962506,,0.0117063,-2.21659
0.0117073,-0.0964192,,0.0117073,-2.22184
0.0117083,-0.0965839,,0.0117083,-2.22697
0.0117093,-0.0967448,,0.0117093,-2.23199
0.0117103,-0.0969019,,0.0117103,-2.23689
0.0117113,-0.0970552,,0.0117113,-2.24168
0.0117123,-0.0972046,,0.0117123,-2.24635
0.0117133,-0.0973502,,0.0117133,-2.2509
0.0117143,-0.097492,,0.0117143,-2.25533
0.0117153,-0.0976299,,0.0117153,-2.25964
0.0117163,-0.097764,,0.0117163,-2.26384
0.0117173,-0.0978942,,0.0117173,-2.26792
0.0117183,-0.0980205,,0.0117183,-2.27188
0.0117193,-0.098143,,0.0117193,-2.27572
0.0117203,-0.0982615,,0.0117203,-2.27943
0.0117213,-0.0983762,,0.0117213,-2.28303
0.0117223,-0.0984871,,0.0117223,-2.28651
0.0117233,-0.098594,,0.0117233,-2.28987
0.0117243,-0.0986971,,0.0117243,-2.29311
0.0117253,-0.0987962,,0.0117253,-2.29622
0.0117263,-0.0988915,,0.0117263,-2.29922
0.0117273,-0.0989828,,0.0117273,-2.30209
0.0117283,-0.0990702,,0.0117283,-2.30484
0.0117293,-0.0991538,,0.0117293,-2.30747
0.0117303,-0.0992334,,0.0117303,-2.30997
0.0117313,-0.0993091,,0.0117313,-2.31236
0.0117323,-0.0993808,,0.0117323,-2.31462
0.0117333,-0.0994487,,0.0117333,-2.31675
0.0117343,-0.0995126,,0.0117343,-2.31877
0.0117353,-0.0995726,,0.0117353,-2.32066
0.0117363,-0.0996287,,0.0117363,-2.32243
0.0117373,-0.0996808,,0.0117373,-2.32407
0.0117383,-0.099729,,0.0117383,-2.3256
0.0117393,-0.0997732,,0.0117393,-2.32699
0.0117403,-0.0998136,,0.0117403,-2.32827
0.0117413,-0.0998499,,0.0117413,-2.32942
0.0117423,-0.0998824,,0.0117423,-2.33044
0.0117433,-0.0999109,,0.0117433,-2.33134
0.0117443,-0.0999354,,0.0117443,-2.33212
0.0117453,-0.099956,,0.0117453,-2.33277
0.0117463,-0.0999727,,0.0117463,-2.3333
0.0117473,-0.0999854,,0.0117473,-2.33371
0.0117483,-0.0999942,,0.0117483,-2.33399
0.0117493,-0.099999,,0.0117493,-2.33414
0.0117503,-0.0999998,,0.0117503,-2.33417
0.0117513,-0.0999968,,0.0117513,-2.33408
0.0117523,-0.0999897,,0.0117523,-2.33386
0.0117533,-0.0999788,,0.0117533,-2.33352
0.0117543,-0.0999638,,0.0117543,-2.33305
0.0117553,-0.099945,,0.0117553,-2.33246
0.0117563,-0.0999222,,0.0117563,-2.33174
0.0117573,-0.0998954,,0.0117573,-2.33091
0.0117583,-0.0998647,,0.0117583,-2.32994
0.0117593,-0.0998301,,0.0117593,-2.32885
0.0117603,-0.0997915,,0.0117603,-2.32764
0.0117613,-0.0997489,,0.0117613,-2.32631
0.0117623,-0.0997025,,0.0117623,-2.32485
0.0117633,-0.0996521,,0.0117633,-2.32326
0.0117643,-0.0995978,,0.0117643,-2.32155
0.0117653,-0.0995395,,0.0117653,-2.31972
0.0117663,-0.0994773,,0.0117663,-2.31777
0.0117673,-0.0994112,,0.0117673,-2.31569
0.0117683,-0.0993411,,0.0117683,-2.31349
0.0117693,-0.0992672,,0.0117693,-2.31117
0.0117703,-0.0991893,,0.0117703,-2.30873
0.0117713,-0.0991075,,0.0117713,-2.30616
0.0117723,-0.0990217,,0.0117723,-2.30347
0.0117733,-0.0989321,,0.0117733,-2.30066
0.0117743,-0.0988386,,0.0117743,-2.29772
0.0117753,-0.0987412,,0.0117753,-2.29467
0.0117763,-0.0986398,,0.0117763,-2.29149
0.0117773,-0.0985346,,0.0117773,-2.28819
0.0117783,-0.0984255,,0.0117783,-2.28477
0.0117793,-0.0983125,,0.0117793,-2.28123
0.0117803,-0.0981956,,0.0117803,-2.27757
0.0117813,-0.0980748,,0.0117813,-2.27379
0.0117823,-0.0979502,,0.0117823,-2.26989
0.0117833,-0.0978217,,0.0117833,-2.26588
0.0117843,-0.0976894,,0.0117843,-2.26174
0.0117853,-0.0975531,,0.0117853,-2.25748
0.0117863,-0.0974131,,0.0117863,-2.25311
0.0117873,-0.0972692,,0.0117873,-2.24861
0.0117883,-0.0971214,,0.0117883,-2.244
0.0117893,-0.0969698,,0.0117893,-2.23928
0.0117903,-0.0968144,,0.0117903,-2.23443
0.0117913,-0.0966552,,0.0117913,-2.22947
0.0117923,-0.0964921,,0.0117923,-2.22439
0.0117933,-0.0963253,,0.0117933,-2.2192
0.0117943,-0.0961546,,0.0117943,-2.21389
0.0117953,-0.0959801,,0.0117953,-2.20847
0.0117963,-0.0958019,,0.0117963,-2.20293
0.0117973,-0.0956199,,0.0117973,-2.19727
0.0117983,-0.095434,,0.0117983,-2.19151
0.0117993,-0.0952445,,0.0117993,-2.18563
0.0118003,-0.0950511,,0.0118003,-2.17964
0.0118013,-0.0948541,,0.0118013,-2.17353
0.0118023,-0.0946532,,0.0118023,-2.16732
0.0118033,-0.0944487,,0.0118033,-2.16099
0.0118043,-0.0942404,,0.0118043,-2.15455
0.0118053,-0.0940283,,0.0118053,-2.148
0.0118063,-0.0938126,,0.0118063,-2.14134
0.0118073,-0.0935932,,0.0118073,-2.13457
0.0118083,-0.09337,,0.0118083,-2.1277
0.0118093,-0.0931432,,0.0118093,-2.12071
0.0118103,-0.0929127,,0.0118103,-2.11362
0.0118113,-0.0926786,,0.0118113,-2.10642
0.0118123,-0.0924408,,0.0118123,-2.09911
0.0118133,-0.0921993,,0.0118133,-2.0917
0.0118143,-0.0919542,,0.0118143,-2.08418
0.0118153,-0.0917055,,0.0118153,-2.07656
0.0118163,-0.0914531,,0.0118163,-2.06883
0.0118173,-0.0911971,,0.0118173,-2.061
0.0118183,-0.0909376,,0.0118183,-2.05307
0.0118193,-0.0906744,,0.0118193,-2.04503
0.0118203,-0.0904077,,0.0118203,-2.03689
0.0118213,-0.0901374,,0.0118213,-2.02865
0.0118223,-0.0898635,,0.0118223,-2.02031
0.0118233,-0.0895861,,0.0118233,-2.01187
0.0118243,-0.0893051,,0.0118243,-2.00333
0.0118253,-0.0890206,,0.0118253,-1.9947
0.0118263,-0.0887327,,0.0118263,-1.98596
0.0118273,-0.0884412,,0.0118273,-1.97713
0.0118283,-0.0881462,,0.0118283,-1.9682
0.0118293,-0.0878477,,0.0118293,-1.95917
0.0118303,-0.0875458,,0.0118303,-1.95005
0.0118313,-0.0872404,,0.0118313,-1.94083
0.0118323,-0.0869316,,0.0118323,-1.93152
0.0118333,-0.0866193,,0.0118333,-1.92212
0.0118343,-0.0863036,,0.0118343,-1.91263
0.0118353,-0.0859845,,0.0118353,-1.90304
0.0118363,-0.085662,,0.0118363,-1.89336
0.0118373,-0.0853362,,0.0118373,-1.88359
0.0118383,-0.0850069,,0.0118383,-1.87373
0.0118393,-0.0846743,,0.0118393,-1.86379
0.0118403,-0.0843384,,0.0118403,-1.85375
0.0118413,-0.0839991,,0.0118413,-1.84363
0.0118423,-0.0836565,,0.0118423,-1.83342
0.0118433,-0.0833107,,0.0118433,-1.82313
0.0118443,-0.0829615,,0.0118443,-1.81275
0.0118453,-0.082609,,0.0118453,-1.80229
0.0118463,-0.0822533,,0.0118463,-1.79174
0.0118473,-0.0818944,,0.0118473,-1.78111
0.0118483,-0.0815322,,0.0118483,-1.7704
0.0118493,-0.0811668,,0.0118493,-1.75961
0.0118503,-0.0807982,,0.0118503,-1.74873
0.0118513,-0.0804264,,0.0118513,-1.73778
0.0118523,-0.0800514,,0.0118523,-1.72675
0.0118533,-0.0796732,,0.0118533,-1.71564
0.0118543,-0.079292,,0.0118543,-1.70446
0.0118553,-0.0789076,,0.0118553,-1.6932
0.0118563,-0.07852,,0.0118563,-1.68186
0.0118573,-0.0781294,,0.0118573,-1.67045
0.0118583,-0.0777357,,0.0118583,-1.65896
0.0118593,-0.0773389,,0.0118593,-1.64741
0.0118603,-0.0769391,,0.0118603,-1.63578
0.0118613,-0.0765362,,0.0118613,-1.62408
0.0118623,-0.0761303,,0.0118623,-1.61231
0.0118633,-0.0757214,,0.0118633,-1.60047
0.0118643,-0.0753095,,0.0118643,-1.58856
0.0118653,-0.0748946,,0.0118653,-1.57658
0.0118663,-0.0744768,,0.0118663,-1.56454
0.0118673,-0.0740561,,0.0118673,-1.55243
0.0118683,-0.0736324,,0.0118683,-1.54026
0.0118693,-0.0732058,,0.0118693,-1.52802
0.0118703,-0.0727763,,0.0118703,-1.51572
0.0118713,-0.072344,,0.0118713,-1.50336
0.0118723,-0.0719088,,0.0118723,-1.49093
0.0118733,-0.0714707,,0.0118733,-1.47845
0.0118743,-0.0710298,,0.0118743,-1.4659
0.0118753,-0.0705862,,0.0118753,-1.4533
0.0118763,-0.0701397,,0.0118763,-1.44064
0.0118773,-0.0696905,,0.0118773,-1.42792
0.0118783,-0.0692385,,0.0118783,-1.41514
0.0118793,-0.0687838,,0.0118793,-1.40232
0.0118803,-0.0683264,,0.0118803,-1.38943
0.0118813,-0.0678662,,0.0118813,-1.3765
0.0118823,-0.0674034,,0.0118823,-1.36351
0.0118833,-0.066938,,0.0118833,-1.35047
0.0118843,-0.0664699,,0.0118843,-1.33737
0.0118853,-0.0659991,,0.0118853,-1.32423
0.0118863,-0.0655258,,0.0118863,-1.31104
0.0118873,-0.0650499,,0.0118873,-1.29781
0.0118883,-0.0645714,,0.0118883,-1.28452
0.0118893,-0.0640903,,0.0118893,-1.27119
0.0118903,-0.0636067,,0.0118903,-1.25782
0.0118913,-0.0631207,,0.0118913,-1.2444
0.0118923,-0.0626321,,0.0118923,-1.23094
0.0118933,-0.062141,,0.0118933,-1.21743
0.0118943,-0.0616475,,0.0118943,-1.20389
0.0118953,-0.0611516,,0.0118953,-1.1903
0.0118963,-0.0606532,,0.0118963,-1.17668
0.0118973,-0.0601525,,0.0118973,-1.16302
0.0118983,-0.0596494,,0.0118983,-1.14931
0.0118993,-0.0591439,,0.0118993,-1.13558
0.0119003,-0.0586361,,0.0119003,-1.1218
0.0119013,-0.058126,,0.0119013,-1.108
0.0119023,-0.0576136,,0.0119023,-1.09415
0.0119033,-0.0570989,,0.0119033,-1.08028
0.0119043,-0.0565819,,0.0119043,-1.06637
0.0119053,-0.0560627,,0.0119053,-1.05244
0.0119063,-0.0555413,,0.0119063,-1.03847
0.0119073,-0.0550178,,0.0119073,-1.02447
0.0119083,-0.054492,,0.0119083,-1.01045
0.0119093,-0.0539641,,0.0119093,-0.996395
0.0119103,-0.0534341,,0.0119103,-0.982316
0.0119113,-0.0529019,,0.0119113,-0.968213
0.0119123,-0.0523677,,0.0119123,-0.954084
0.0119133,-0.0518314,,0.0119133,-0.939933
0.0119143,-0.051293,,0.0119143,-0.925759
0.0119153,-0.0507526,,0.0119153,-0.911563
0.0119163,-0.0502103,,0.0119163,-0.897346
0.0119173,-0.0496659,,0.0119173,-0.88311
0.0119183,-0.0491196,,0.0119183,-0.868854
0.0119193,-0.0485713,,0.0119193,-0.854581
0.0119203,-0.0480211,,0.0119203,-0.84029
0.0119213,-0.047469,,0.0119213,-0.825984
0.0119223,-0.0469151,,0.0119223,-0.811662
0.0119233,-0.0463593,,0.0119233,-0.797326
0.0119243,-0.0458017,,0.0119243,-0.782976
0.0119253,-0.0452422,,0.0119253,-0.768614
0.0119263,-0.044681,,0.0119263,-0.754241
0.0119273,-0.044118,,0.0119273,-0.739856
0.0119283,-0.0435533,,0.0119283,-0.725462
0.0119293,-0.0429868,,0.0119293,-0.711059
0.0119303,-0.0424187,,0.0119303,-0.696648
0.0119313,-0.0418489,,0.0119313,-0.68223
0.0119323,-0.0412774,,0.0119323,-0.667806
0.0119333,-0.0407043,,0.0119333,-0.653376
0.0119343,-0.0401296,,0.0119343,-0.638942
0.0119353,-0.0395533,,0.0119353,-0.624504
0.0119363,-0.0389754,,0.0119363,-0.610064
0.0119373,-0.038396,,0.0119373,-0.595622
0.0119383,-0.0378151,,0.0119383,-0.581179
0.0119393,-0.0372327,,0.0119393,-0.566736
0.0119403,-0.0366488,,0.0119403,-0.552294
0.0119413,-0.0360635,,0.0119413,-0.537853
0.0119423,-0.0354768,,0.0119423,-0.523415
0.0119433,-0.0348886,,0.0119433,-0.50898
0.0119443,-0.0342991,,0.0119443,-0.49455
0.0119453,-0.0337082,,0.0119453,-0.480124
0.0119463,-0.033116,,0.0119463,-0.465705
0.0119473,-0.0325225,,0.0119473,-0.451292
0.0119483,-0.0319277,,0.0119483,-0.436887
0.0119493,-0.0313316,,0.0119493,-0.42249
0.0119503,-0.0307343,,0.0119503,-0.408103
0.0119513,-0.0301358,,0.0119513,-0.393725
0.0119523,-0.0295361,,0.0119523,-0.379359
0.0119533,-0.0289353,,0.0119533,-0.365004
0.0119543,-0.0283333,,0.0119543,-0.350661
0.0119553,-0.0277301,,0.0119553,-0.336332
0.0119563,-0.0271259,,0.0119563,-0.322018
0.0119573,-0.0265206,,0.0119573,-0.307718
0.0119583,-0.0259143,,0.0119583,-0.293433
0.0119593,-0.0253069,,0.0119593,-0.279165
0.0119603,-0.0246985,,0.0119603,-0.264915
0.0119613,-0.0240892,,0.0119613,-0.250682
0.0119623,-0.0234789,,0.0119623,-0.236468
0.0119633,-0.0228677,,0.0119633,-0.222274
0.0119643,-0.0222556,,0.0119643,-0.2081
0.0119653,-0.0216426,,0.0119653,-0.193948
0.0119663,-0.0210287,,0.0119663,-0.179817
0.0119673,-0.0204141,,0.0119673,-0.165708
0.0119683,-0.0197986,,0.0119683,-0.151623
0.0119693,-0.0191823,,0.0119693,-0.137562
0.0119703,-0.0185653,,0.0119703,-0.123526
0.0119713,-0.0179475,,0.0119713,-0.109515
0.0119723,-0.0173291,,0.0119723,-0.0955307
0.0119733,-0.0167099,,0.0119733,-0.081573
0.0119743,-0.0160901,,0.0119743,-0.067643
0.0119753,-0.0154697,,0.0119753,-0.0537412
0.0119763,-0.0148486,,0.0119763,-0.0398685
0.0119773,-0.014227,,0.0119773,-0.0260255
0.0119783,-0.0136048,,0.0119783,-0.0122128
0.0119793,-0.012982,,0.0119793,0.00156883
0.0119803,-0.0123588,,0.0119803,0.0153188
0.0119813,-0.011735,,0.0119813,0.0290363
0.0119823,-0.0111108,,0.0119823,0.0427208
0.0119833,-0.0104862,,0.0119833,0.0563717
0.0119843,-0.00986112,,0.0119843,0.0699882
0.0119853,-0.00923567,,0.0119853,0.0835698
0.0119863,-0.00860986,,0.0119863,0.0971158
0.0119873,-0.00798371,,0.0119873,0.110626
0.0119883,-0.00735724,,0.0119883,0.124098
0.0119893,-0.00673048,,0.0119893,0.137534
0.0119903,-0.00610346,,0.0119903,0.150932
0.0119913,-0.0054762,,0.0119913,0.16429
0.0119923,-0.00484872,,0.0119923,0.17761
0.0119933,-0.00422105,,0.0119933,0.19089
0.0119943,-0.00359321,,0.0119943,0.204129
0.0119953,-0.00296523,,0.0119953,0.217328
0.0119963,-0.00233713,,0.0119963,0.230485
0.0119973,-0.00170894,,0.0119973,0.2436
0.0119983,-0.00108069,,0.0119983,0.256672
0.0119993,-0.000452388,,0.0119993,0.269701
0.0120003,0.000175929,,0.0120003,0.282686
0.0120013,0.000804239,,0.0120013,0.295628
0.0120023,0.00143252,,0.0120023,0.308524
0.0120033,0.00206074,,0.0120033,0.321375
0.0120043,0.00268888,,0.0120043,0.334181
0.0120053,0.00331691,,0.0120053,0.34694
0.0120063,0.00394482,,0.0120063,0.359652
0.0120073,0.00457256,,0.0120073,0.372317
0.0120083,0.00520013,,0.0120083,0.384934
0.0120093,0.00582749,,0.0120093,0.397504
0.0120103,0.00645462,,0.0120103,0.410024
0.0120113,0.0070815,,0.0120113,0.422495
0.0120123,0.0077081,,0.0120123,0.434917
0.0120133,0.00833439,,0.0120133,0.447289
0.0120143,0.00896035,,0.0120143,0.45961
0.0120153,0.00958597,,0.0120153,0.47188
0.0120163,0.0102112,,0.0120163,0.484099
0.0120173,0.010836,,0.0120173,0.496267
0.0120183,0.0114604,,0.0120183,0.508382
0.0120193,0.0120844,,0.0120193,0.520444
0.0120203,0.0127078,,0.0120203,0.532454
0.0120213,0.0133308,,0.0120213,0.54441
0.0120223,0.0139533,,0.0120223,0.556313
0.0120233,0.0145752,,0.0120233,0.568162
0.0120243,0.0151965,,0.0120243,0.579956
0.0120253,0.0158172,,0.0120253,0.591695
0.0120263,0.0164373,,0.0120263,0.603379
0.0120273,0.0170567,,0.0120273,0.615008
0.0120283,0.0176755,,0.0120283,0.626581
0.0120293,0.0182936,,0.0120293,0.638098
0.0120303,0.0189109,,0.0120303,0.649558
0.0120313,0.0195275,,0.0120313,0.660961
0.0120323,0.0201434,,0.0120323,0.672308
0.0120333,0.0207584,,0.0120333,0.683597
0.0120343,0.0213726,,0.0120343,0.694828
0.0120353,0.021986,,0.0120353,0.706002
0.0120363,0.0225985,,0.0120363,0.717117
0.0120373,0.0232101,,0.0120373,0.728173
0.0120383,0.0238208,,0.0120383,0.739171
0.0120393,0.0244306,,0.0120393,0.75011
0.0120403,0.0250394,,0.0120403,0.760989
0.0120413,0.0256472,,0.0120413,0.771809
0.0120423,0.0262539,,0.0120423,0.78257
0.0120433,0.0268597,,0.0120433,0.79327
0.0120443,0.0274644,,0.0120443,0.80391
0.0120453,0.028068,,0.0120453,0.81449
0.0120463,0.0286705,,0.0120463,0.825009
0.0120473,0.0292719,,0.0120473,0.835467
0.0120483,0.0298721,,0.0120483,0.845864
0.0120493,0.0304711,,0.0120493,0.8562
0.0120503,0.031069,,0.0120503,0.866475
0.0120513,0.0316656,,0.0120513,0.876688
0.0120523,0.0322609,,0.0120523,0.886839
0.0120533,0.032855,,0.0120533,0.896928
0.0120543,0.0334478,,0.0120543,0.906956
0.0120553,0.0340393,,0.0120553,0.916921
0.0120563,0.0346294,,0.0120563,0.926824
0.0120573,0.0352181,,0.0120573,0.936664
0.0120583,0.0358055,,0.0120583,0.946442
0.0120593,0.0363915,,0.0120593,0.956158
0.0120603,0.036976,,0.0120603,0.96581
0.0120613,0.037559,,0.0120613,0.9754
0.0120623,0.0381406,,0.0120623,0.984926
0.0120633,0.0387207,,0.0120633,0.99439
0.0120643,0.0392992,,0.0120643,1.00379
0.0120653,0.0398762,,0.0120653,1.01313
0.0120663,0.0404516,,0.0120663,1.0224
0.0120673,0.0410254,,0.0120673,1.03161
0.0120683,0.0415976,,0.0120683,1.04076
0.0120693,0.0421682,,0.0120693,1.04984
0.0120703,0.042737,,0.0120703,1.05886
0.0120713,0.0433042,,0.0120713,1.06782
0.0120723,0.0438697,,0.0120723,1.07671
0.0120733,0.0444335,,0.0120733,1.08554
0.0120743,0.0449955,,0.0120743,1.0943
0.0120753,0.0455557,,0.0120753,1.10301
0.0120763,0.0461142,,0.0120763,1.11164
0.0120773,0.0466708,,0.0120773,1.12022
0.0120783,0.0472255,,0.0120783,1.12873
0.0120793,0.0477784,,0.0120793,1.13718
0.0120803,0.0483295,,0.0120803,1.14556
0.0120813,0.0488786,,0.0120813,1.15388
0.0120823,0.0494257,,0.0120823,1.16213
0.0120833,0.049971,,0.0120833,1.17033
0.0120843,0.0505142,,0.0120843,1.17846
0.0120853,0.0510555,,0.0120853,1.18652
0.0120863,0.0515947,,0.0120863,1.19452
0.0120873,0.0521319,,0.0120873,1.20246
0.0120883,0.0526671,,0.0120883,1.21034
0.0120893,0.0532002,,0.0120893,1.21815
0.0120903,0.0537311,,0.0120903,1.2259
0.0120913,0.05426,,0.0120913,1.23358
0.0120923,0.0547867,,0.0120923,1.2412
0.0120933,0.0553112,,0.0120933,1.24876
0.0120943,0.0558336,,0.0120943,1.25626
0.0120953,0.0563538,,0.0120953,1.26369
0.0120963,0.0568717,,0.0120963,1.27106
0.0120973,0.0573874,,0.0120973,1.27837
0.0120983,0.0579008,,0.0120983,1.28561
0.0120993,0.0584119,,0.0120993,1.2928
0.0121003,0.0589208,,0.0121003,1.29992
0.0121013,0.0594273,,0.0121013,1.30697
0.0121023,0.0599314,,0.0121023,1.31397
0.0121033,0.0604332,,0.0121033,1.3209
0.0121043,0.0609326,,0.0121043,1.32778
0.0121053,0.0614296,,0.0121053,1.33459
0.0121063,0.0619242,,0.0121063,1.34134
0.0121073,0.0624163,,0.0121073,1.34802
0.0121083,0.062906,,0.0121083,1.35465
0.0121093,0.0633932,,0.0121093,1.36122
0.0121103,0.0638779,,0.0121103,1.36772
0.0121113,0.06436,,0.0121113,1.37416
0.0121123,0.0648396,,0.0121123,1.38055
0.0121133,0.0653167,,0.0121133,1.38687
0.0121143,0.0657912,,0.0121143,1.39313
0.0121153,0.0662631,,0.0121153,1.39933
0.0121163,0.0667323,,0.0121163,1.40547
0.0121173,0.0671989,,0.0121173,1.41156
0.0121183,0.0676629,,0.0121183,1.41758
0.0121193,0.0681242,,0.0121193,1.42354
0.0121203,0.0685829,,0.0121203,1.42945
0.0121213,0.0690388,,0.0121213,1.43529
0.0121223,0.0694919,,0.0121223,1.44108
0.0121233,0.0699424,,0.0121233,1.4468
0.0121243,0.0703901,,0.0121243,1.45247
0.0121253,0.070835,,0.0121253,1.45808
0.0121263,0.0712771,,0.0121263,1.46364
0.0121273,0.0717164,,0.0121273,1.46913
0.0121283,0.0721528,,0.0121283,1.47457
0.0121293,0.0725864,,0.0121293,1.47995
0.0121303,0.0730172,,0.0121303,1.48527
0.0121313,0.073445,,0.0121313,1.49054
0.0121323,0.07387,,0.0121323,1.49575
0.0121333,0.0742921,,0.0121333,1.5009
0.0121343,0.0747112,,0.0121343,1.50599
0.0121353,0.0751273,,0.0121353,1.51103
0.0121363,0.0755405,,0.0121363,1.51602
0.0121373,0.0759508,,0.0121373,1.52095
0.0121383,0.076358,,0.0121383,1.52582
0.0121393,0.0767622,,0.0121393,1.53064
0.0121403,0.0771633,,0.0121403,1.5354
0.0121413,0.0775615,,0.0121413,1.54011
0.0121423,0.0779565,,0.0121423,1.54476
0.0121433,0.0783485,,0.0121433,1.54936
0.0121443,0.0787374,,0.0121443,1.55391
0.0121453,0.0791232,,0.0121453,1.5584
0.0121463,0.0795059,,0.0121463,1.56284
0.0121473,0.0798854,,0.0121473,1.56722
0.0121483,0.0802618,,0.0121483,1.57156
0.0121493,0.080635,,0.0121493,1.57583
0.0121503,0.081005,,0.0121503,1.58006
0.0121513,0.0813718,,0.0121513,1.58424
0.0121523,0.0817354,,0.0121523,1.58836
0.0121533,0.0820958,,0.0121533,1.59243
0.0121543,0.0824529,,0.0121543,1.59645
0.0121553,0.0828068,,0.0121553,1.60041
0.0121563,0.0831574,,0.0121563,1.60433
0.0121573,0.0835048,,0.0121573,1.6082
0.0121583,0.0838488,,0.0121583,1.61201
0.0121593,0.0841895,,0.0121593,1.61578
0.0121603,0.0845269,,0.0121603,1.61949
0.0121613,0.084861,,0.0121613,1.62316
0.0121623,0.0851917,,0.0121623,1.62677
0.0121633,0.0855191,,0.0121633,1.63034
0.0121643,0.085843,,0.0121643,1.63385
0.0121653,0.0861636,,0.0121653,1.63732
0.0121663,0.0864808,,0.0121663,1.64074
0.0121673,0.0867946,,0.0121673,1.64411
0.0121683,0.0871049,,0.0121683,1.64743
0.0121693,0.0874118,,0.0121693,1.65071
0.0121703,0.0877153,,0.0121703,1.65393
0.0121713,0.0880153,,0.0121713,1.65711
0.0121723,0.0883118,,0.0121723,1.66025
0.0121733,0.0886048,,0.0121733,1.66333
0.0121743,0.0888944,,0.0121743,1.66637
0.0121753,0.0891804,,0.0121753,1.66936
0.0121763,0.0894629,,0.0121763,1.67231
0.0121773,0.0897419,,0.0121773,1.67521
0.0121783,0.0900173,,0.0121783,1.67806
0.0121793,0.0902892,,0.0121793,1.68087
0.0121803,0.0905575,,0.0121803,1.68363
0.0121813,0.0908222,,0.0121813,1.68635
0.0121823,0.0910834,,0.0121823,1.68903
0.0121833,0.0913409,,0.0121833,1.69165
